id,gold_label,gpt_result,gpt_result_mapped
887,white_grievance,E:,stereotypical
888,incitement,E:,stereotypical
889,white_grievance,E:,stereotypical
890,stereotypical,C:,inferiority
891,white_grievance,E:,stereotypical
892,white_grievance,E:,stereotypical
893,stereotypical,E:,stereotypical
894,white_grievance,B:,incitement
895,white_grievance,B:,incitement
896,stereotypical,E:,stereotypical
897,stereotypical,E:,stereotypical
898,incitement,B:,incitement
899,white_grievance,E:,stereotypical
900,incitement,B:,incitement
901,white_grievance,E:,stereotypical
902,incitement,E:,stereotypical
903,incitement,A:,white_grievance
904,stereotypical,E:,stereotypical
905,white_grievance,A:,white_grievance
906,stereotypical,E:,stereotypical
907,white_grievance,E:,stereotypical
908,incitement,E:,stereotypical
909,stereotypical,E:,stereotypical
910,white_grievance,E:,stereotypical
911,stereotypical,E:,stereotypical
912,incitement,E:,stereotypical
913,white_grievance,E:,stereotypical
914,incitement,E:,stereotypical
915,incitement,E:,stereotypical
916,incitement,E:,stereotypical
917,white_grievance,E:,stereotypical
918,incitement,E:,stereotypical
919,stereotypical,E:,stereotypical
920,incitement,E:,stereotypical
921,incitement,B:,incitement
922,white_grievance,F:,threatening
923,stereotypical,E:,stereotypical
924,incitement,E:,stereotypical
925,white_grievance,A:,white_grievance
926,inferiority,E:,stereotypical
927,white_grievance,E:,stereotypical
928,irony,E:,stereotypical
929,white_grievance,E:,stereotypical
930,stereotypical,E:,stereotypical
931,inferiority,C:,inferiority
932,threatening,F:,threatening
933,white_grievance,E:,stereotypical
934,white_grievance,E:,stereotypical
935,white_grievance,E:,stereotypical
936,stereotypical,E:,stereotypical
937,stereotypical,B:,incitement
938,incitement,E:,stereotypical
939,white_grievance,E:,stereotypical
940,incitement,A:,white_grievance
941,white_grievance,E:,stereotypical
942,incitement,C:,inferiority
943,irony,E:,stereotypical
944,stereotypical,E:,stereotypical
945,incitement,A:,white_grievance
946,stereotypical,F:,threatening
947,inferiority,E:,stereotypical
948,other,B:,incitement
949,white_grievance,A:,white_grievance
950,white_grievance,E:,stereotypical
951,white_grievance,B:,incitement
952,stereotypical,E:,stereotypical
953,stereotypical,E:,stereotypical
954,stereotypical,E:,stereotypical
955,white_grievance,A:,white_grievance
956,stereotypical,B:,incitement
957,white_grievance,E:,stereotypical
958,white_grievance,E:,stereotypical
959,stereotypical,E:,stereotypical
960,stereotypical,C:,inferiority
961,white_grievance,C:,inferiority
962,irony,E:,stereotypical
963,stereotypical,B:,incitement
964,stereotypical,E:,stereotypical
965,white_grievance,E:,stereotypical
966,white_grievance,A:,white_grievance
967,stereotypical,E:,stereotypical
968,white_grievance,E:,stereotypical
969,white_grievance,F:,threatening
970,incitement,B:,incitement
971,incitement,E:,stereotypical
972,white_grievance,E:,stereotypical
973,white_grievance,E:,stereotypical
974,white_grievance,B:,incitement
975,white_grievance,B:,incitement
976,stereotypical,E:,stereotypical
977,irony,E:,stereotypical
978,other,B:,incitement
979,stereotypical,E:,stereotypical
980,incitement,E:,stereotypical
981,stereotypical,C:,inferiority
982,stereotypical,C:,inferiority
983,stereotypical,B:,incitement
984,stereotypical,E:,stereotypical
985,inferiority,E:,stereotypical
986,stereotypical,E:,stereotypical
987,white_grievance,E:,stereotypical
988,stereotypical,C:,inferiority
989,inferiority,E:,stereotypical
990,white_grievance,A:,white_grievance
991,white_grievance,E:,stereotypical
992,white_grievance,E:,stereotypical
993,white_grievance,E:,stereotypical
994,stereotypical,C:,inferiority
995,stereotypical,E:,stereotypical
996,white_grievance,E:,stereotypical
997,incitement,E:,stereotypical
998,incitement,A:,white_grievance
999,incitement,E:,stereotypical
1000,white_grievance,E:,stereotypical
1001,other,E:,stereotypical
1002,inferiority,E:,stereotypical
1003,incitement,A:,white_grievance
1004,stereotypical,E:,stereotypical
1005,white_grievance,A:,white_grievance
1006,stereotypical,E:,stereotypical
1007,incitement,E:,stereotypical
1008,white_grievance,A:,white_grievance
1009,incitement,E:,stereotypical
1010,inferiority,E:,stereotypical
1011,white_grievance,A:,white_grievance
1012,stereotypical,E:,stereotypical
1013,stereotypical,E:,stereotypical
1014,stereotypical,C:,inferiority
1015,stereotypical,F:,threatening
1016,white_grievance,E:,stereotypical
1017,stereotypical,E:,stereotypical
1018,stereotypical,E:,stereotypical
1019,inferiority,C:,inferiority
1020,incitement,E:,stereotypical
1021,stereotypical,E:,stereotypical
1022,stereotypical,E:,stereotypical
1023,stereotypical,E:,stereotypical
1024,white_grievance,A:,white_grievance
1025,other,F:,threatening
1026,incitement,B:,incitement
1027,white_grievance,E:,stereotypical
1028,white_grievance,A:,white_grievance
1029,white_grievance,E:,stereotypical
1030,white_grievance,A:,white_grievance
1031,white_grievance,A:,white_grievance
1032,incitement,E:,stereotypical
1033,stereotypical,E:,stereotypical
1034,white_grievance,E:,stereotypical
1035,white_grievance,E:,stereotypical
1036,other,C:,inferiority
1037,stereotypical,E:,stereotypical
1038,white_grievance,C:,inferiority
1039,stereotypical,E:,stereotypical
1040,incitement,A:,white_grievance
1041,incitement,B:,incitement
1042,white_grievance,B:,incitement
1043,stereotypical,E:,stereotypical
1044,stereotypical,E:,stereotypical
1045,stereotypical,E:,stereotypical
1046,white_grievance,E:,stereotypical
1047,white_grievance,E:,stereotypical
1048,white_grievance,C:,inferiority
1049,incitement,E:,stereotypical
1050,white_grievance,A:,white_grievance
1051,white_grievance,A:,white_grievance
1052,white_grievance,B:,incitement
1053,incitement,E:,stereotypical
1054,incitement,E:,stereotypical
1055,incitement,A:,white_grievance
1056,incitement,E:,stereotypical
1057,incitement,A:,white_grievance
1058,stereotypical,E:,stereotypical
1059,incitement,E:,stereotypical
1060,white_grievance,A:,white_grievance
1061,white_grievance,E:,stereotypical
1062,stereotypical,E:,stereotypical
1063,stereotypical,B:,incitement
1064,white_grievance,C:,inferiority
1065,white_grievance,E:,stereotypical
1066,incitement,C:,inferiority
1067,white_grievance,A:,white_grievance
1068,white_grievance,E:,stereotypical
1069,white_grievance,E:,stereotypical
1070,white_grievance,E:,stereotypical
1071,irony,E:,stereotypical
1072,stereotypical,E:,stereotypical
1073,stereotypical,E:,stereotypical
1074,stereotypical,E:,stereotypical
1075,incitement,E:,stereotypical
1076,incitement,B:,incitement
1077,white_grievance,E:,stereotypical
1078,incitement,E:,stereotypical
1079,stereotypical,E:,stereotypical
1080,incitement,E:,stereotypical
1081,inferiority,E:,stereotypical
1082,white_grievance,E:,stereotypical
1083,stereotypical,E:,stereotypical
1084,other,E:,stereotypical
1085,white_grievance,E:,stereotypical
1086,stereotypical,E:,stereotypical
1087,stereotypical,F:,threatening
1088,incitement,E:,stereotypical
1089,white_grievance,E:,stereotypical
1090,white_grievance,C:,inferiority
1091,stereotypical,E:,stereotypical
1092,incitement,E:,stereotypical
1093,other,E:,stereotypical
1094,incitement,E:,stereotypical
1095,white_grievance,E:,stereotypical
1096,stereotypical,E:,stereotypical
1097,incitement,E:,stereotypical
1098,stereotypical,E:,stereotypical
1099,stereotypical,E:,stereotypical
1100,irony,E:,stereotypical
1101,incitement,E:,stereotypical
1102,white_grievance,C:,inferiority
1103,stereotypical,E:,stereotypical
1104,stereotypical,E:,stereotypical
1105,white_grievance,E:,stereotypical
1106,incitement,E:,stereotypical
1107,irony,E:,stereotypical
1108,incitement,E:,stereotypical
1109,incitement,E:,stereotypical
1110,incitement,C:,inferiority
1111,irony,E:,stereotypical
1112,incitement,A:,white_grievance
1113,stereotypical,E:,stereotypical
1114,white_grievance,F:,threatening
1115,incitement,C:,inferiority
1116,incitement,B:,incitement
1117,stereotypical,E:,stereotypical
1118,incitement,A:,white_grievance
1119,incitement,F:,threatening
1120,stereotypical,E:,stereotypical
1121,stereotypical,E:,stereotypical
1122,stereotypical,E:,stereotypical
1123,stereotypical,E:,stereotypical
1124,stereotypical,E:,stereotypical
1125,white_grievance,E:,stereotypical
1126,stereotypical,E:,stereotypical
1127,white_grievance,E:,stereotypical
1128,stereotypical,E:,stereotypical
1129,white_grievance,A:,white_grievance
1130,stereotypical,B:,incitement
1131,stereotypical,E:,stereotypical
1132,inferiority,E:,stereotypical
1133,stereotypical,E:,stereotypical
1134,white_grievance,E:,stereotypical
1135,stereotypical,B:,incitement
1136,white_grievance,E:,stereotypical
1137,white_grievance,E:,stereotypical
1138,incitement,E:,stereotypical
1139,white_grievance,E:,stereotypical
1140,other,E:,stereotypical
1141,inferiority,E:,stereotypical
1142,inferiority,E:,stereotypical
1143,white_grievance,A:,white_grievance
1144,incitement,A:,white_grievance
1145,white_grievance,A:,white_grievance
1146,inferiority,E:,stereotypical
1147,white_grievance,E:,stereotypical
1148,inferiority,A:,white_grievance
1149,white_grievance,E:,stereotypical
1150,incitement,B:,incitement
1151,white_grievance,E:,stereotypical
1152,incitement,E:,stereotypical
1153,white_grievance,F:,threatening
1154,white_grievance,A:,white_grievance
1155,irony,A:,white_grievance
1156,stereotypical,E:,stereotypical
1157,white_grievance,E:,stereotypical
1158,white_grievance,E:,stereotypical
1159,stereotypical,E:,stereotypical
1160,incitement,B:,incitement
1161,irony,A:,white_grievance
1162,stereotypical,F:,threatening
1163,stereotypical,E:,stereotypical
1164,stereotypical,E:,stereotypical
1165,incitement,E:,stereotypical
1166,threatening,C:,inferiority
1167,stereotypical,E:,stereotypical
1168,incitement,E:,stereotypical
1169,stereotypical,E:,stereotypical
1170,white_grievance,B:,incitement
1171,incitement,B:,incitement
1172,incitement,A:,white_grievance
1173,white_grievance,E:,stereotypical
1174,incitement,A:,white_grievance
1175,white_grievance,A:,white_grievance
1176,white_grievance,E:,stereotypical
1177,white_grievance,E:,stereotypical
1178,white_grievance,A:,white_grievance
1179,incitement,E:,stereotypical
1180,stereotypical,F:,threatening
1181,stereotypical,F:,threatening
1182,white_grievance,E:,stereotypical
1183,white_grievance,E:,stereotypical
1184,white_grievance,E:,stereotypical
1185,incitement,E:,stereotypical
1186,stereotypical,E:,stereotypical
1187,incitement,C:,inferiority
1188,white_grievance,B:,incitement
1189,white_grievance,E:,stereotypical
1190,inferiority,E:,stereotypical
1191,white_grievance,E:,stereotypical
1192,incitement,B:,incitement
1193,stereotypical,C:,inferiority
1194,stereotypical,E:,stereotypical
1195,white_grievance,E:,stereotypical
1196,white_grievance,E:,stereotypical
1197,inferiority,C:,inferiority
1198,incitement,A:,white_grievance
1199,incitement,E:,stereotypical
1200,stereotypical,E:,stereotypical
1201,stereotypical,E:,stereotypical
1202,stereotypical,C:,inferiority
1203,white_grievance,E:,stereotypical
1204,stereotypical,E:,stereotypical
1205,stereotypical,E:,stereotypical
1206,irony,E:,stereotypical
1207,white_grievance,E:,stereotypical
1208,incitement,E:,stereotypical
1209,irony,E:,stereotypical
1210,incitement,A:,white_grievance
1211,threatening,F:,threatening
1212,white_grievance,B:,incitement
1213,stereotypical,E:,stereotypical
1214,inferiority,C:,inferiority
1215,stereotypical,F:,threatening
1216,stereotypical,F:,threatening
1217,stereotypical,E:,stereotypical
1218,white_grievance,E:,stereotypical
1219,inferiority,E:,stereotypical
1220,white_grievance,A:,white_grievance
1221,stereotypical,B:,incitement
1222,incitement,E:,stereotypical
1223,incitement,C:,inferiority
1224,stereotypical,B:,incitement
1225,stereotypical,F:,threatening
1226,incitement,E:,stereotypical
1227,incitement,E:,stereotypical
1228,stereotypical,E:,stereotypical
1229,white_grievance,E:,stereotypical
1230,stereotypical,E:,stereotypical
1231,stereotypical,E:,stereotypical
1232,incitement,E:,stereotypical
1233,inferiority,C:,inferiority
1234,stereotypical,E:,stereotypical
1235,threatening,E:,stereotypical
1236,stereotypical,E:,stereotypical
1237,stereotypical,E:,stereotypical
1238,stereotypical,E:,stereotypical
1239,incitement,A:,white_grievance
1240,stereotypical,C:,inferiority
1241,white_grievance,B:,incitement
1242,stereotypical,E:,stereotypical
1243,white_grievance,E:,stereotypical
1244,stereotypical,E:,stereotypical
1245,incitement,E:,stereotypical
1246,stereotypical,E:,stereotypical
1247,white_grievance,E:,stereotypical
1248,white_grievance,E:,stereotypical
1249,incitement,E:,stereotypical
1250,stereotypical,E:,stereotypical
1251,incitement,E:,stereotypical
1252,white_grievance,E:,stereotypical
1253,stereotypical,E:,stereotypical
1254,stereotypical,B:,incitement
1255,stereotypical,E:,stereotypical
1256,stereotypical,F:,threatening
1257,stereotypical,E:,stereotypical
1258,incitement,A:,white_grievance
1259,incitement,E:,stereotypical
1260,incitement,C:,inferiority
1261,white_grievance,F:,threatening
1262,stereotypical,E:,stereotypical
1263,white_grievance,E:,stereotypical
1264,white_grievance,E:,stereotypical
1265,stereotypical,E:,stereotypical
1266,inferiority,E:,stereotypical
1267,incitement,E:,stereotypical
1268,white_grievance,E:,stereotypical
1269,white_grievance,E:,stereotypical
1270,white_grievance,E:,stereotypical
1271,white_grievance,E:,stereotypical
1272,white_grievance,E:,stereotypical
1273,stereotypical,F:,threatening
1274,irony,E:,stereotypical
1275,incitement,E:,stereotypical
1276,stereotypical,E:,stereotypical
1277,stereotypical,E:,stereotypical
1278,stereotypical,E:,stereotypical
1279,incitement,D:,irony
1280,white_grievance,E:,stereotypical
1281,incitement,B:,incitement
1282,threatening,F:,threatening
1283,stereotypical,E:,stereotypical
1284,white_grievance,E:,stereotypical
1285,incitement,A:,white_grievance
1286,white_grievance,B:,incitement
1287,incitement,B:,incitement
1288,threatening,E:,stereotypical
1289,white_grievance,E:,stereotypical
1290,white_grievance,A:,white_grievance
1291,incitement,B:,incitement
1292,white_grievance,F:,threatening
1293,white_grievance,E:,stereotypical
1294,white_grievance,A:,white_grievance
1295,incitement,A:,white_grievance
1296,threatening,F:,threatening
1297,stereotypical,E:,stereotypical
1298,stereotypical,E:,stereotypical
1299,white_grievance,E:,stereotypical
1300,inferiority,E:,stereotypical
1301,white_grievance,E:,stereotypical
1302,incitement,A:,white_grievance
1303,white_grievance,E:,stereotypical
1304,white_grievance,B:,incitement
1305,threatening,F:,threatening
1306,stereotypical,E:,stereotypical
1307,incitement,A:,white_grievance
1308,stereotypical,E:,stereotypical
1309,stereotypical,E:,stereotypical
1310,white_grievance,E:,stereotypical
1311,stereotypical,E:,stereotypical
1312,stereotypical,B:,incitement
1313,white_grievance,A:,white_grievance
1314,white_grievance,A:,white_grievance
1315,white_grievance,E:,stereotypical
1316,stereotypical,E:,stereotypical
1317,incitement,C:,inferiority
1318,white_grievance,C:,inferiority
1319,stereotypical,E:,stereotypical
1320,white_grievance,E:,stereotypical
